"OBJECTID","ACRES","STATE","FIRE_NAME","YEAR","STARTMONTH","STARTDAY","FIRE_TYPE","LATITUDE","LONGITUDE"
357,907,"FL","UNNAMED",1985,2,10,"Unknown",27.609,-82.069
358,2319,"FL","UNNAMED",1985,1,9,"Unknown",27.615,-82.015
359,829,"FL","UNNAMED",1985,2,10,"Unknown",27.617,-82.37
360,4475,"FL","UNNAMED",1985,2,10,"Unknown",27.622,-81.075
361,1191,"FL","UNNAMED",1985,2,10,"Unknown",27.626,-80.692
362,1032,"FL","UNNAMED",1985,1,9,"Unknown",27.632,-81.218
363,672,"FL","UNNAMED",1985,1,9,"Unknown",27.655,-81.646
364,1976,"FL","UNNAMED",1985,2,10,"Unknown",27.656,-81.188
365,973,"FL","UNNAMED",1985,2,10,"Unknown",27.666,-81.322
366,817,"FL","UNNAMED",1985,2,10,"Unknown",27.669,-81.682
367,1042,"FL","UNNAMED",1985,2,10,"Unknown",27.676,-81.003
368,3842,"FL","UNNAMED",1985,1,9,"Wildfire",27.69,-81.198
369,1562,"FL","UNNAMED",1985,2,10,"Wildfire",27.699,-80.832
370,1726,"FL","UNNAMED",1985,2,10,"Unknown",27.699,-81.303
371,602,"FL","UNNAMED",1985,2,10,"Unknown",27.699,-81.348
372,1139,"FL","UNNAMED",1985,12,27,"Unknown",27.7,-80.854
373,1589,"FL","UNNAMED",1985,2,10,"Unknown",27.721,-81.278
374,748,"FL","UNNAMED",1985,1,9,"Unknown",27.725,-80.866
375,886,"FL","UNNAMED",1985,2,19,"Unknown",27.741,-80.608
376,901,"FL","UNNAMED",1985,2,10,"Unknown",27.752,-81.238
377,534,"FL","UNNAMED",1985,2,10,"Unknown",27.752,-81.376
378,624,"FL","UNNAMED",1985,2,10,"Wildfire",27.756,-81.423
379,1415,"FL","UNNAMED",1985,2,10,"Unknown",27.789,-81.067
380,536,"FL","UNNAMED",1985,1,9,"Unknown",27.806,-80.958
381,1187,"FL","UNNAMED",1985,1,9,"Unknown",27.81,-80.594
382,976,"FL","UNNAMED",1985,1,9,"Unknown",27.84,-80.537
383,3131,"FL","UNNAMED",1985,1,9,"Unknown",27.865,-80.919
384,2598,"FL","UNNAMED",1985,1,9,"Unknown",27.872,-81.117
385,667,"FL","UNNAMED",1985,2,10,"Unknown",27.898,-81.098
386,641,"FL","UNNAMED",1985,2,10,"Unknown",27.93,-81.151
387,614,"FL","UNNAMED",1985,2,10,"Unknown",27.972,-81.135
388,911,"FL","UNNAMED",1985,1,9,"Unknown",27.972,-81.17
389,973,"FL","UNNAMED",1985,9,1,"Wildfire",27.992,-81.107
390,634,"FL","UNNAMED",1985,2,10,"Unknown",28.011,-81.075
391,4370,"FL","UNNAMED",1985,1,9,"Unknown",28.016,-81.327
392,1143,"FL","UNNAMED",1985,2,10,"Unknown",28.024,-80.864
393,777,"FL","UNNAMED",1985,12,27,"Unknown",28.062,-81.078
394,1529,"FL","UNNAMED",1985,2,10,"Unknown",28.071,-81.117
395,1646,"FL","UNNAMED",1985,2,10,"Unknown",28.074,-81.17
396,2231,"FL","UNNAMED",1985,2,10,"Unknown",28.084,-80.951
397,889,"FL","UNNAMED",1985,1,9,"Wildfire",28.093,-81.168
398,1131,"FL","UNNAMED",1985,2,10,"Unknown",28.1,-81.41
399,1084,"FL","UNNAMED",1985,1,9,"Unknown",28.107,-81.289
400,882,"FL","UNNAMED",1985,2,10,"Unknown",28.163,-82.242
401,2429,"FL","UNNAMED",1985,2,10,"Unknown",28.186,-82.089
402,1027,"FL","UNNAMED",1985,5,17,"Wildfire",28.187,-80.744
403,934,"FL","UNNAMED",1985,2,10,"Unknown",28.193,-82.316
404,798,"FL","UNNAMED",1985,2,10,"Wildfire",28.194,-81.152
405,706,"FL","UNNAMED",1985,2,10,"Unknown",28.213,-82.097
406,1004,"FL","UNNAMED",1985,2,10,"Unknown",28.279,-81.999
407,1284,"FL","UNNAMED",1985,2,10,"Wildfire",28.374,-81.942
408,1638,"FL","UNNAMED",1985,2,10,"Unknown",28.405,-81.979
409,1093,"FL","UNNAMED",1985,5,17,"Unknown",28.433,-80.938
410,881,"FL","UNNAMED",1985,5,17,"Wildfire",28.438,-81.956
411,1205,"FL","UNNAMED",1985,2,10,"Wildfire",28.44,-80.847
412,648,"FL","UNNAMED",1985,2,10,"Wildfire",28.455,-80.821
413,640,"FL","UNNAMED",1985,5,17,"Wildfire",28.838,-81.012
414,8382,"FL","UNNAMED",1985,6,2,"Wildfire",28.982,-81.016
415,1712,"FL","DEAN",1985,5,17,"Wildfire",29.084,-81.609
416,3908,"FL","UNNAMED",1985,6,2,"Wildfire",29.091,-81.108
417,2971,"FL","RANGE",1985,5,17,"Wildfire",29.172,-81.586
418,2824,"FL","RIVERRD/HENDERSON",1985,5,17,"Wildfire",29.18,-81.924
419,19129,"FL","UNNAMED",1985,6,2,"Wildfire",29.216,-81.173
420,1107,"FL","UNNAMED",1985,5,18,"Wildfire",29.338,-81.862
421,710,"FL","UNNAMED",1985,5,17,"Unknown",29.361,-81.949
422,9558,"FL","UNNAMED",1985,6,2,"Wildfire",29.426,-81.203
423,9807,"FL","UNNAMED",1985,6,2,"Wildfire",29.518,-81.233
424,544,"FL","UNNAMED",1985,4,4,"Unknown",29.737,-85.204
425,1100,"FL","UNNAMED",1985,5,24,"Wildfire",29.764,-82.215
426,1393,"FL","UNNAMED",1985,2,15,"Unknown",29.783,-85.091
427,817,"FL","UNNAMED",1985,3,19,"Unknown",29.798,-85.233
428,1349,"FL","UNNAMED",1985,5,31,"Wildfire",29.816,-84.756
429,797,"FL","UNNAMED",1985,3,19,"Unknown",29.877,-85.238
430,3627,"FL","UNNAMED",1985,6,2,"Wildfire",29.887,-81.525
431,577,"FL","UNNAMED",1985,4,4,"Wildfire",29.924,-84.888
432,956,"FL","UNNAMED",1985,2,15,"Unknown",29.931,-85.143
433,722,"FL","UNNAMED",1985,6,7,"Unknown",29.957,-84.853
434,1692,"FL","UNNAMED",1985,4,4,"Unknown",29.975,-85.436
435,616,"FL","UNNAMED",1985,6,7,"Unknown",29.978,-85.259
436,1093,"FL","UNNAMED",1985,10,13,"Unknown",29.98,-84.854
437,1120,"FL","UNNAMED",1985,6,2,"Wildfire",29.99,-81.389
438,770,"FL","UNNAMED",1985,1,16,"Unknown",29.999,-83.226
439,1719,"FL","UNNAMED",1985,10,13,"Unknown",30.005,-84.918
440,1917,"FL","UNNAMED",1985,2,15,"Unknown",30.049,-85.199
441,1131,"FL","ORCHID",1985,5,16,"Wildfire",30.064,-85.033
442,669,"FL","UNNAMED",1985,3,19,"Unknown",30.092,-85.336
443,3465,"FL","UNNAMED",1985,5,31,"Wildfire",30.2,-83.583
444,2799,"FL","UNNAMED",1985,10,13,"Unknown",30.21,-85.367
445,724,"FL","UNNAMED",1985,6,25,"Wildfire",30.214,-82.904
446,1686,"FL","UNNAMED",1985,10,13,"Unknown",30.234,-85.309
447,509,"FL","UNNAMED",1985,5,6,"Unknown",30.246,-84.77
448,674,"FL","UNNAMED",1985,3,19,"Unknown",30.298,-85.904
449,25845,"FL","UNNAMED",1985,7,2,"Wildfire",30.3,-83.381
450,546,"FL","UNNAMED",1985,3,19,"Unknown",30.301,-85.786
451,554,"FL","UNNAMED",1985,10,13,"Unknown",30.304,-85.843
452,542,"FL","UNNAMED",1985,10,13,"Unknown",30.315,-85.63
453,2028,"FL","UNNAMED",1985,10,13,"Wildfire",30.318,-85.377
454,527,"FL","UNNAMED",1985,3,19,"Unknown",30.345,-85.796
455,2781,"FL","UNNAMED",1985,9,11,"Unknown",30.345,-86.134
456,874,"FL","UNNAMED",1985,10,13,"Unknown",30.35,-85.985
457,855,"FL","UNNAMED",1985,2,15,"Unknown",30.368,-85.869
458,1359,"FL","UNNAMED",1985,4,4,"Wildfire",30.388,-86.282
459,816,"FL","UNNAMED",1985,4,22,"Unknown",30.409,-82.577
460,650,"FL","UNNAMED",1985,5,6,"Unknown",30.446,-85.747
461,545,"FL","UNNAMED",1985,3,19,"Unknown",30.449,-85.747
462,1108,"FL","UNNAMED",1985,5,24,"Wildfire",30.591,-82.643
463,772,"FL","UNNAMED",1985,4,4,"Wildfire",30.647,-85.713
464,2417,"GA","UNNAMED",1985,3,19,"Unknown",30.864,-84.826
465,1993,"GA","UNNAMED",1985,3,19,"Unknown",30.867,-84.898
466,2233,"GA","UNNAMED",1985,3,19,"Unknown",30.902,-84.776
467,591,"GA","UNNAMED",1985,1,16,"Unknown",30.903,-82.543
468,560,"GA","UNNAMED",1985,5,8,"Unknown",30.98,-82.545
469,545,"GA","UNNAMED",1985,4,27,"Wildfire",31.282,-82.915
470,3116,"GA","UNNAMED",1985,2,18,"Wildfire",31.287,-82.949
471,601,"GA","UNNAMED",1985,1,23,"Wildfire",31.455,-82.509
472,508,"GA","UNNAMED",1985,3,29,"Wildfire",31.707,-82.767
473,847,"GA","UNNAMED",1985,3,25,"Wildfire",31.808,-82.471
474,778,"GA","UNNAMED",1985,4,22,"Unknown",32.108,-81.486
475,2335,"GA","UNNAMED",1985,4,2,"Wildfire",32.257,-81.593
476,975,"GA","UNNAMED",1985,4,22,"Unknown",32.276,-81.288
477,561,"GA","UNNAMED",1985,3,17,"Wildfire",34.488,-85.157
478,5717,"ID","GARAT 2",1985,7,7,"Wildfire",42.021,-116.535
479,4792,"ID","HORSE BSN",1985,7,8,"Wildfire",42.101,-116.654
480,3144,"ID","CLIFF HOLLOW",1985,8,7,"Wildfire",42.137,-113.538
481,26213,"ID","GARAT 1",1985,7,7,"Wildfire",42.201,-116.602
482,20848,"ID","HOUSE CK",1985,8,15,"Wildfire",42.221,-114.963
483,19010,"ID","3 CREEK WELL",1985,7,8,"Wildfire",42.221,-115.378
484,1664,"ID","HELLWELL",1985,7,15,"Wildfire",42.233,-115.105
485,5153,"ID","CEDARDRAW",1985,7,20,"Wildfire",42.272,-115.032
486,1402,"ID","BLACKBUTTE",1985,7,7,"Wildfire",42.292,-115.064
487,1038,"ID","SHEEP CREEK",1985,7,8,"Wildfire",42.362,-114.738
488,7969,"ID","CHERRY SPRINGS",1985,7,15,"Wildfire",42.382,-114.331
489,5079,"ID","COONSKIN",1985,7,13,"Wildfire",42.395,-115.108
490,12472,"ID","W. CLOVER",1985,6,20,"Wildfire",42.41,-115.461
491,6838,"ID","WEST WICK",1985,7,7,"Wildfire",42.413,-116.044
492,4743,"ID","SHEEPSHEAD",1985,7,27,"Wildfire",42.435,-115.521
493,2126,"ID","LILLY",1985,6,19,"Wildfire",42.438,-114.861
494,2888,"ID","W. JUNIPER",1985,7,19,"Wildfire",42.491,-115.193
495,13928,"ID","WINTERCAMP",1985,7,6,"Wildfire",42.494,-115.502
496,62780,"ID","CROWS NEST",1985,7,6,"Wildfire",42.56,-115.359
497,6980,"ID","TERRENCE",1985,8,4,"Wildfire",42.584,-115.879
498,3619,"ID","MAGIC WTR",1985,6,19,"Wildfire",42.616,-115.099
499,2361,"ID","SUGAR CR",1985,6,23,"Wildfire",42.629,-115.855
500,5921,"ID","FARM FIRE",1985,6,19,"Wildfire",42.652,-114.981
501,1890,"ID","MILLER TBL",1985,6,19,"Wildfire",42.687,-115.701
502,3235,"ID","WATERHAUL",1985,6,19,"Wildfire",42.695,-115.296
503,2001,"ID","MINIDOKA 6E",1985,8,18,"Wildfire",42.76,-113.349
504,10546,"ID","HOT CR",1985,7,6,"Wildfire",42.779,-115.774
505,3791,"ID","HAMILTON",1985,6,19,"Wildfire",42.961,-115.644
506,1434,"ID","CJN",1985,6,20,"Wildfire",43.018,-115.988
507,1444,"ID","NARROWS 78",1985,8,26,"Wildfire",43.03,-112.204
508,13903,"ID","BOP",1985,7,7,"Wildfire",43.07,-116.147
509,2432,"ID","HOG FARM",1985,6,15,"Wildfire",43.078,-115.775
510,2063,"ID","D BAR W",1985,8,23,"Wildfire",43.226,-116.315
511,5661,"ID","AGRI-LINE",1985,7,12,"Wildfire",43.273,-116.344
512,5787,"ID","BOWNS",1985,7,6,"Wildfire",43.41,-115.807
513,18622,"ID","BLACKS CK",1985,7,7,"Wildfire",43.425,-116.012
514,2069,"ID","ISAACS",1985,6,23,"Wildfire",43.477,-116.121
515,1861,"ID","GEMCO",1985,7,6,"Wildfire",43.852,-116.674
516,1367,"ID","PAY-GEM",1985,6,28,"Wildfire",43.864,-116.715
517,1535,"ID","TAYLOR WEL",1985,5,5,"Wildfire",44.058,-111.931
518,4872,"ID","SANDHOLLOW",1985,7,7,"Wildfire",44.105,-116.803
519,3743,"ID","EAST BASIN",1985,6,30,"Wildfire",44.331,-114.755
520,5924,"ID","LAKE MOUNTAIN",1985,6,29,"Wildfire",45.042,-114.097
521,14036,"ID","SAVAGE CREEK",1985,7,8,"Wildfire",45.126,-115.549
522,7794,"ID","GOAT",1985,7,15,"Wildfire",45.252,-114.621
523,6844,"ID","FOUNTAIN",1985,7,7,"Wildfire",45.321,-114.599
524,3084,"ID","EBENEZER",1985,7,7,"Wildfire",45.328,-114.502
525,28559,"ID","BUTTE",1985,7,20,"Wildfire",45.372,-114.47
526,15241,"ID","FRENCH CREEK",1985,7,17,"Wildfire",45.403,-116.014
527,5143,"ID","BOISE BAR",1985,7,15,"Wildfire",45.433,-115.482
528,1257,"ID","SHASTA",1985,7,8,"Wildfire",46.227,-114.941
529,2820,"ID","DEAD ELK",1985,7,21,"Wildfire",46.27,-114.51
530,1709,"ID","BIG FLAT CREEK",1985,7,17,"Wildfire",46.363,-114.423
531,994,"LA","U2WF85.03",1985,8,5,"Wildfire",29.819,-93.518
532,1790,"LA","U1WF85-02",1985,5,7,"Wildfire",29.924,-93.477
533,1201,"ME","SUNKEN STR",1985,4,30,"Wildfire",44.844,-67.213
534,1412,"MI","CRAWFORD45",1985,7,14,"Wildfire",44.846,-84.566
535,1068,"MN","UNNAMED",1985,4,10,"Wildfire",45.979,-93.065
536,733,"MN","UNNAMED",1985,10,28,"Wildfire",46.097,-93.698
537,2615,"MN","UNNAMED",1985,3,31,"Wildfire",48.672,-94.549
538,566,"MN","UNNAMED",1985,4,20,"Wildfire",48.855,-96.309
539,6071,"MN","UNNAMED",1985,5,4,"Wildfire",48.982,-96.603
540,2488,"MT","HILLTOP",1985,7,27,"Wildfire",45.651,-106.161
541,1027,"MT","GIBBONS PASS",1985,7,8,"Wildfire",45.72,-113.897
542,1538,"MT","BRONCO SAM",1985,7,28,"Wildfire",45.766,-104.674
543,1853,"MT","PRINTZ RIDGE",1985,7,8,"Wildfire",46.271,-114.3
544,10439,"MT","SANDPOINT",1985,7,3,"Wildfire",46.796,-110.489
545,1159,"MT","WEST GULCH",1985,7,20,"Wildfire",46.823,-109.582
546,1601,"MT","HELLGATE",1985,7,12,"Wildfire",46.852,-113.938
547,5221,"MT","CHARLOTTE PEAK",1985,6,29,"Wildfire",47.557,-113.372
548,570,"NC","UNNAMED",1985,3,14,"Wildfire",33.953,-78.521
549,723,"NC","UNNAMED",1985,4,1,"Wildfire",34.006,-78.446
550,2970,"NC","UNNAMED",1985,4,11,"Wildfire",34.567,-77.713
551,5807,"NC","UNNAMED",1985,4,25,"Wildfire",34.744,-76.967
552,535,"NC","UNNAMED",1985,4,22,"Wildfire",34.813,-78.276
553,587,"NC","UNNAMED",1985,9,4,"Wildfire",34.914,-76.391
554,1128,"NC","UNNAMED",1985,7,7,"Wildfire",34.936,-76.414
555,575,"NC","UNNAMED",1985,4,7,"Wildfire",34.946,-77.592
556,850,"NC","UNNAMED",1985,6,27,"Wildfire",34.979,-76.313
557,782,"NC","BUCK CREEK",1985,7,22,"Wildfire",35.395,-76.369
558,685,"NC","UNNAMED",1985,3,20,"Wildfire",35.662,-82.168
559,110696,"NC","ALLAN ROAD",1985,4,7,"Wildfire",35.695,-76.261
560,4610,"NC","UNNAMED",1985,4,4,"Wildfire",35.706,-81.587
561,816,"NC","SCHOOLHOUSERIDGE",1985,4,4,"Wildfire",36.005,-81.747
562,1064,"NC","UNNAMED",1985,4,4,"Wildfire",36.253,-81.271
563,1091,"NC","UNNAMED",1985,4,2,"Wildfire",36.334,-76.431
564,2299,"NE","MCINTOSH",1985,7,3,"Wildfire",42.622,-103.264
565,3392,"NE","GEISER",1985,7,27,"Wildfire",42.961,-103.654
566,761,"NJ","UNNAMED",1985,3,8,"Prescribed Fire",39.631,-74.41
567,1685,"NJ","UNNAMED",1985,3,1,"Prescribed Fire",39.774,-74.784
568,768,"NJ","UNNAMED",1985,3,1,"Prescribed Fire",39.914,-74.467
569,737,"NJ","UNNAMED",1985,4,19,"Wildfire",40.371,-74.401
570,1822,"NM","TAYLOR",1985,6,30,"Wildfire",32.119,-104.703
571,1763,"NM","VIRDEN",1985,7,2,"Wildfire",32.702,-108.884
572,2104,"NM","UNNAMED",1985,8,26,"Wildfire",33.021,-108.346
573,1998,"NM","SHELLEY",1985,6,1,"Wildfire",33.048,-108.411
574,2425,"NM","UNNAMED",1985,6,13,"Wildfire",33.207,-108.338
575,1023,"NM","CLAYTON",1985,6,25,"Wildfire",33.384,-108.495
576,4461,"NM","IRON",1985,6,19,"Wildfire",33.403,-108.551
577,1585,"NM","WINDMILL",1985,6,21,"Wildfire",33.657,-108.352
578,4755,"NV","GEYSER 2",1985,7,7,"Wildfire",38.484,-114.712
579,1884,"NV","SHEEPCREEK",1985,8,17,"Wildfire",38.683,-114.776
580,8000,"NV","COCOON MTS",1985,7,29,"Wildfire",39.22,-118.519
581,5827,"NV","EASTGATE2",1985,6,20,"Wildfire",39.32,-117.851
582,29290,"NV","GOOSEBERRY",1985,7,7,"Wildfire",39.493,-119.383
583,18177,"NV","HUNGRY VA3",1985,7,8,"Wildfire",39.748,-119.717
584,1226,"NV","NIXON",1985,7,7,"Wildfire",39.828,-119.305
585,9495,"NV","BEDEL FLAT",1985,7,18,"Wildfire",39.836,-119.75
586,12299,"NV","LONG VA",1985,7,8,"Wildfire",39.851,-119.974
587,6753,"NV","CAIN MYN",1985,7,7,"Wildfire",40.047,-117.481
588,13442,"NV","TABLE 2",1985,7,27,"Wildfire",40.08,-116.176
589,6118,"NV","SOU HILLS",1985,5,25,"Wildfire",40.115,-117.778
590,16877,"NV","COTTONWOOD",1985,7,7,"Wildfire",40.128,-117.091
591,15749,"NV","DRY VALLEY",1985,6,19,"Wildfire",40.246,-119.894
592,10226,"NV","BIA 6",1985,6,20,"Wildfire",40.26,-119.664
593,1016,"NV","TROUT CRK",1985,8,17,"Wildfire",40.437,-116.053
594,7026,"NV","EMPIRE",1985,7,6,"Wildfire",40.448,-119.32
595,5108,"NV","SUMMITSPG",1985,7,6,"Wildfire",40.481,-117.62
596,15527,"NV","FIRE CREEK",1985,7,10,"Wildfire",40.537,-116.556
597,2835,"NV","BOBS CREEK",1985,7,7,"Wildfire",40.598,-116.439
598,1861,"NV","STAR",1985,7,28,"Wildfire",40.6,-118.036
599,6482,"NV","LATHAM CK.",1985,8,1,"Wildfire",40.652,-114.779
600,3157,"NV","GRINDSTONE",1985,8,17,"Wildfire",40.669,-115.891
601,41704,"NV","DIXIE",1985,7,6,"Wildfire",40.696,-117.366
602,13792,"NV","BARBERCYN",1985,8,18,"Wildfire",40.704,-117.899
603,11337,"NV","SHEEPCYN",1985,8,17,"Wildfire",40.708,-117.659
604,14867,"NV","VALMY",1985,7,6,"Wildfire",40.754,-117.132
605,3229,"NV","PREMO STN",1985,8,17,"Wildfire",40.789,-116.344
606,4026,"NV","ROSE PK",1985,7,26,"Wildfire",40.801,-117.849
607,2964,"NV","COSGRAVE",1985,8,17,"Wildfire",40.918,-117.702
608,5773,"NV","NDF 9",1985,7,10,"Wildfire",40.928,-116.413
609,1302,"NV","FOX CYN",1985,7,9,"Wildfire",40.981,-119.525
610,40729,"NV","JUNGORD",1985,8,17,"Wildfire",41.006,-117.809
611,14608,"NV","ANTELOPE",1985,7,8,"Wildfire",41.013,-116.501
612,1294,"NV","HALLECK",1985,8,18,"Wildfire",41.027,-115.431
613,15950,"NV","MIDDLEFRK",1985,7,8,"Wildfire",41.029,-119.458
614,4507,"NV","CLEMENTINE",1985,7,27,"Wildfire",41.043,-116.681
615,39343,"NV","ROCK CRK 2",1985,7,6,"Wildfire",41.072,-116.794
616,1798,"NV","GOBEL",1985,7,26,"Wildfire",41.087,-114.909
617,12087,"NV","PETIT",1985,6,28,"Wildfire",41.104,-117.272
618,15854,"NV","SILVER CLD",1985,7,14,"Wildfire",41.135,-116.633
619,15742,"NV","EDEN 1",1985,8,17,"Wildfire",41.138,-117.465
620,1245,"NV","KELLEY2",1985,7,28,"Wildfire",41.153,-117.141
621,2018,"NV","CLOVER RCH",1985,8,17,"Wildfire",41.173,-116.877
622,2591,"NV","ALLEN CRK",1985,8,19,"Wildfire",41.184,-115.345
623,92482,"NV","AMAX 1",1985,6,19,"Wildfire",41.229,-117.995
624,4940,"NV","GETCHELL",1985,5,24,"Wildfire",41.238,-117.169
625,3442,"NV","STEWART GP",1985,5,26,"Wildfire",41.291,-117.378
626,10850,"NV","HOTSPG",1985,8,17,"Wildfire",41.342,-117.375
627,1281,"NV","PORCUPINE",1985,8,17,"Wildfire",41.373,-117.748
628,8414,"NV","WASH ONIEL CREEK",1985,7,6,"Wildfire",41.431,-117.611
629,1519,"NV","21 MILE RD",1985,8,26,"Wildfire",41.508,-114.349
630,3199,"NV","FOURMILE",1985,7,7,"Wildfire",41.514,-116.5
631,19829,"NV","BLACK ROCK",1985,7,15,"Wildfire",41.518,-114.63
632,26856,"NV","DOUBLEH",1985,7,8,"Wildfire",41.521,-118.026
633,7410,"NV","CORRAL",1985,7,7,"Wildfire",41.583,-114.515
634,1453,"NV","HOWARD",1985,7,28,"Wildfire",41.709,-118.552
635,3686,"NV","KNOTT CK.",1985,6,19,"Wildfire",41.726,-118.794
636,74645,"NV","SENTINEL",1985,7,7,"Wildfire",41.751,-117.909
637,1663,"NV","QUINN",1985,5,19,"Wildfire",41.796,-117.765
638,3614,"NV","SHEEP CK",1985,7,6,"Wildfire",41.845,-116.346
639,1239,"NV","MCGEE MT",1985,6,19,"Wildfire",41.878,-118.918
640,39482,"NV","WILDER",1985,7,8,"Wildfire",41.914,-118.535
641,16979,"NV","YP DESERT",1985,7,10,"Wildfire",41.946,-116.63
642,23000,"NY","UNNAMED",1985,4,20,"Wildfire",41.195,-74.118
643,38451,"OR","ANGEL",1985,6,23,"Wildfire",42.126,-117.817
644,2727,"OR","LOUIS FLAT",1985,6,19,"Wildfire",42.267,-118.924
645,4329,"OR","ECHAVE",1985,8,18,"Wildfire",42.3,-117.943
646,11023,"OR","HART MT",1985,8,29,"Wildfire",42.437,-119.662
647,5603,"OR","ANDREWS",1985,7,28,"Wildfire",42.46,-118.642
648,2716,"OR","COUGAR",1985,7,17,"Wildfire",42.477,-117.104
649,8322,"OR","GUANO",1985,7,7,"Wildfire",42.529,-119.185
650,17055,"OR","LONE TREE",1985,7,7,"Wildfire",42.54,-117.234
651,20068,"OR","BIG ROCK",1985,6,22,"Wildfire",42.558,-119.946
652,31962,"OR","CORBIN",1985,6,23,"Wildfire",42.595,-117.487
653,9108,"OR","BUSTERMANN",1985,7,7,"Wildfire",42.714,-118.49
654,3174,"OR","CASTRO",1985,7,10,"Wildfire",42.755,-117.104
655,3949,"OR","DRIFT FNC.",1985,7,8,"Wildfire",42.762,-117.481
656,9835,"OR","CHINA GLCH",1985,7,7,"Wildfire",42.783,-117.652
657,7791,"OR","ROCK CR 2",1985,7,7,"Wildfire",42.788,-119.165
658,2117,"OR","OREJANA",1985,7,8,"Wildfire",42.793,-119.524
659,6886,"OR","TANKY",1985,7,7,"Wildfire",42.854,-117.451
660,20645,"OR","BONEY",1985,7,7,"Wildfire",42.933,-117.615
661,6860,"OR","JACKASS",1985,7,7,"Wildfire",43.074,-118.913
662,2189,"OR","COON TOWN",1985,7,8,"Wildfire",43.109,-118.657
663,50919,"OR","HARNEY LK.",1985,7,7,"Wildfire",43.203,-119.279
664,17435,"OR","ANDERSON",1985,7,8,"Wildfire",43.204,-118.373
665,4423,"OR","MAHOGANY",1985,8,27,"Wildfire",43.265,-117.17
666,11329,"OR","SEBREE",1985,8,15,"Wildfire",43.284,-119.681
667,1180,"OR","CRANECREEK",1985,7,7,"Wildfire",43.292,-118.411
668,5866,"OR","ROBINSON",1985,7,7,"Wildfire",43.297,-118.339
669,3781,"OR","LESLIE II",1985,6,19,"Wildfire",43.34,-117.347
670,4116,"OR","VENATOR",1985,7,8,"Wildfire",43.374,-118.316
671,15608,"OR","BROWN CY.",1985,7,7,"Wildfire",43.381,-119.196
672,5832,"OR","IBEX BU",1985,8,6,"Wildfire",43.766,-119.907
673,1549,"OR","ALTNOW",1985,7,7,"Wildfire",43.864,-118.359
674,4225,"OR","MOORES",1985,7,7,"Wildfire",44.217,-117.102
675,2529,"OR","85953210",1985,7,25,"Wildfire",44.714,-119.86
676,2330,"OR","DUMP 21",1985,6,15,"Wildfire",44.794,-121.206
677,2205,"OR","TWO SPR",1985,7,28,"Wildfire",45.037,-121.062
678,4157,"OR","OAKBROOK",1985,7,20,"Wildfire",45.333,-121.011
679,2470,"OR","GORDON CYN",1985,7,9,"Wildfire",45.577,-120.895
680,1182,"SC","UNNAMED",1985,3,13,"Wildfire",33.075,-79.69
681,2891,"SC","UNNAMED",1985,4,18,"Wildfire",33.189,-79.83
682,2743,"SC","UNNAMED",1985,4,3,"Wildfire",34.806,-79.755
683,18177,"SD","4TH OFJULY",1985,7,4,"Wildfire",43.087,-102.66
684,6434,"SD","CALICO",1985,4,14,"Wildfire",43.124,-102.593
685,1171,"SD","GRASS MT",1985,7,4,"Wildfire",43.175,-100.96
686,5821,"SD","WHITEBUTTE",1985,8,6,"Wildfire",43.234,-102.422
687,1398,"SD","EVERGREENS",1985,7,3,"Wildfire",43.315,-102.346
688,19212,"SD","YELLOWBEAR",1985,4,14,"Wildfire",43.333,-102.128
689,1033,"SD","THUNDER",1985,6,24,"Wildfire",43.339,-100.868
690,21062,"SD","FLINT HILLS",1985,7,12,"Wildfire",43.349,-103.658
691,8465,"SD","SEVEN SISTERS",1985,7,12,"Wildfire",43.372,-103.477
692,4059,"SD","GAME RANGE",1985,7,5,"Wildfire",43.381,-101.967
693,2443,"SD","THREEMILE",1985,3,25,"Wildfire",43.405,-102.254
694,1821,"SD","MAY",1985,7,3,"Wildfire",43.429,-102.018
695,1804,"SD","NORBECK",1985,4,11,"Wildfire",43.566,-103.47
696,2994,"SD","SAGE CREEK",1985,4,10,"Wildfire",43.889,-102.31
697,2436,"UT","NORTH YUBA",1985,8,10,"Wildfire",39.417,-111.959
698,2726,"UT","COYOTE KNO",1985,7,13,"Wildfire",39.757,-112.508
699,8687,"UT","SIMPSON SP",1985,6,19,"Wildfire",40.045,-112.827
700,1411,"UT","TORCH 2",1985,8,10,"Wildfire",40.221,-111.911
701,1165,"UT","UNNAMED",1985,7,14,"Unknown",40.229,-112.8
702,2195,"UT","TRAIL G.",1985,8,27,"Wildfire",40.24,-113.848
703,4681,"UT","TEKOI",1985,8,26,"Wildfire",40.372,-112.814
704,1412,"UT","ISLAND",1985,7,31,"Wildfire",40.462,-112.686
705,5121,"UT","WEYMAN",1985,6,21,"Wildfire",40.87,-109.839
706,1489,"UT","WALLOW H.",1985,8,26,"Wildfire",41.088,-114.02
707,2141,"UT","GROUSE CRK",1985,7,27,"Wildfire",41.453,-113.972
708,1706,"UT","MORRIS RANCH",1985,7,9,"Wildfire",41.817,-113.136
709,1333,"WA","UNNAMED",1985,7,20,"Wildfire",46.533,-120.929
710,19441,"WA","ROSA",1985,7,29,"Wildfire",46.762,-120.527
711,1843,"WA","UNNAMED",1985,8,9,"Unknown",46.859,-119.541
712,2170,"WA","UNNAMED",1985,8,25,"Unknown",46.964,-119.214
